Date,Route,Rating,Commitment,Route Type,Area,Aid Rating,Notes,Pitches,GPS,Style,Lead Style,Length
2022-10-23,Overhang Hangover,5.11b,,Sport,Pilot Mountain,,Whooo!!!,1,"36.340200, -80.480780",Lead,Redpoint,60
2022-10-23,Pee Break,5.6,,"Trad, TR",Pilot Mountain,,,1,"36.340200, -80.480780",TR,,50
2022-10-23,Grandpa's Belay,5.6,,"Trad, TR",Pilot Mountain,,,1,"36.340200, -80.480780",TR,,50
2022-10-22,Burning Calves,5.10b,,Trad,Beauty Mountain,,"SO stoked, amazing line",1,"38.0508, -81.03146",Lead,Redpoint,70
2022-10-22,Out of Mind,5.10a,,Trad,Beauty Mountain,,Followed Abby,1,"38.0508, -81.03146",Follow,,70
2022-10-22,Rod Serling Crack,5.10b,,Trad,Beauty Mountain,,Totally epic!!,1,"38.0508, -81.03146",Lead,Onsight,75
2022-10-22,"Quick Robin, to the Batcrack!",5.10a,,Trad,Beauty Mountain,,,1,"38.0508, -81.03146",Lead,Onsight,80
2022-10-22,Happy Hands,5.9,,Trad,Beauty Mountain,,Followed Abby. Love the jams!!,1,"38.0508, -81.03146",Follow,,70
2022-10-21,Baby Has a Bolt Gun,5.10c,,Sport,Orange Oswald Wall,,Dynoed at the second bolt to skip the tiny crimps. shit tons of fun! Almost fell at the thin cruxy section but managed to pull through ,1,"38.2422, -80.83949",Lead,Onsight,80
2022-10-21,Hippie Dreams,5.7,,Sport,Orange Oswald Wall,,"Taught Sophia to lead belay, made for a bit of spice!",1,"38.2422, -80.83949",Lead,Redpoint,75
2022-10-20,Narcissus,5.12a,,Sport,Narcissus Cave,,"Fell at the third bolt, then pretty much climbed bolt to bolt to the top",1,"38.24193, -80.84067",Lead,Fell/Hung,55
2022-10-20,The Rico Suave Arete aka Rico Suave,5.10a,,Sport,Rico Suave Buttress,,One more lead to clean,1,"38.04716, -81.06756",Lead,Redpoint,70
2022-10-20,Sand in My Crack (Cuddle Monkey),5.7,,Trad,Rico Suave Buttress,,,1,"38.04716, -81.06756",Lead,Onsight,50
2022-10-20,Second Thoughts,5.9+,,Trad,Rico Suave Buttress,,,1,"38.04716, -81.06756",Lead,Onsight,50
2022-10-20,The Rico Suave Arete aka Rico Suave,5.10a,,Sport,Rico Suave Buttress,,Sick,1,"38.04716, -81.06756",Lead,Onsight,70
2022-10-20,Yowsah,5.12b,,Sport,Kaymoor,,"Fell just after attempting to clip the fifth bolt, then just shooting for as far as I could get",1,"38.046, -81.06841",Lead,Fell/Hung,60
2022-10-20,Yowsah,5.12b,,Sport,Kaymoor,,Fell at the fourth bolt. Super fun!!,1,"38.046, -81.06841",Lead,Fell/Hung,60
2022-10-08,Born to Crimp,5.10b,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Flash,50
2022-10-08,Turkey Shoot,5.8,,Sport,Pilot Mountain,,"Slopey, insecure moves often on run-outs, but it's all there!",1,"36.340200, -80.480780",Lead,Flash,50
2022-10-08,True Grits,5.8+,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,80
2022-10-08,Casablanca,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,40
2022-10-08,Fat Boy,5.11a,,"Sport, TR",Pilot Mountain,,seriously fun!,1,"36.340200, -80.480780",Lead,Flash,30
2022-10-08,Devil in the White House,5.10c,,Sport,Pilot Mountain,,Fun fun fun! Climbed this the smoothest I ever have this time ,1,"36.340200, -80.480780",Lead,Redpoint,60
2022-10-08,Overhang Hangover,5.11b,,Sport,Pilot Mountain,,"Crux beta: right hand on the shitty crimp, left hand way out left to the other shitty crimp, right hand to the okay one(leave room for the left), match with the left, dead point for the juggy corner. home free!",1,"36.340200, -80.480780",Lead,Fell/Hung,60
2022-10-08,Too Old to Rock and Roll,5.10c,,Sport,Pilot Mountain,,"Cruised the crux, felt really good",1,"36.340200, -80.480780",Lead,Redpoint,
2022-09-26,Hopscotch,5.3,,Trad,Moore's Central Wall,,"Led a long P1, soloed the second pitch while Abby was making her anchor. Climbed barefoot for fun",2,"36.39764, -80.28578",Lead,Onsight,140
2022-09-26,Wailing Wall,5.6,,Trad,The Moore's Amphitheater,,"followed Abby, did two pitches for communication",2,"36.39993, -80.28257",Follow,,120
2022-09-26,Zoo View,5.7+,,Trad,Circus Wall,,"Took the low traverse option, high is definitely better",1,"36.3973, -80.2861",Lead,Redpoint,220
2022-09-26,Sentinel Buttress,5.5,,Trad,Sentinel Buttress,,Followed Abby. she ran low on gear on pitch 2 so I led a final pitch of just about 15 feet or so,3,"36.3973, -80.2861",Follow,,200
2022-09-25,Butterfingers,5.11a,,Sport,Pilot Mountain,,"Burly climb to begin with, then thin face moves. Good stuff!",1,"36.340200, -80.480780",Lead,Redpoint,60
2022-09-25,Hidden in Plain Sight,5.11a,,Sport,Pilot Mountain,,"Fell trying to clip the second clip through the crux. Beta for next time: climb up through slopers to the right hand next to the side pull. Left heelhook to get the left hand to the good side pull, smear the left foot to lock off those two holds and shoot the right hand to the jug",1,"36.340200, -80.480780",Lead,Fell/Hung,80
2022-09-25,Orange Peel,5.9+,,Sport,Pilot Mountain,,"Found a foot far to the left under the first roof that makes the pull feel super casual; uses only face holds, not the little side pull arete at all",1,"36.340200, -80.480780",Lead,Onsight,40
2022-09-25,Pillar Assault,5.8,,Sport,Pilot Mountain,,Bootied a draw from the third clip!,1,"36.340200, -80.480780",Lead,Onsight,80
2022-09-25,Venus Scribner,5.10b,,Sport,Pilot Mountain,,"used the crack out left at the end, but next time I want to do the 11a variation directly up the face using the small right hand lock off crimp",1,"36.340200, -80.480780",Lead,Onsight,50
2022-09-25,Casablanca,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,40
2022-09-25,Too Old to Rock and Roll,5.10c,,Sport,Pilot Mountain,,"Thin, spooky moves up high just below the anchor. Heartbreaker crux for sure!",1,"36.340200, -80.480780",Lead,Onsight,
2022-09-25,Buzzard's Breath,5.8,,"Sport, TR",Pilot Mountain,,"Did the 10a variation, nice route! very dirty for the first ~20 feet",1,"36.340200, -80.480780",Lead,Onsight,
2022-09-04,High Test,5.9+,,Trad,Seneca Rocks,,"Kinda intense lead! Skipped the sickle ledge belay and regretted it, made a belay below the roof with somewhat questionable rock. Pumpy climbing, thought I was going to fall a few moves above the roof but pulled through to a stance to shake out! SO stoked to have sent this, it was right at my limit.
Abby led a short extra pitch to the south summit",3,"38.833800, -79.366300",Lead,Flash,120
2022-09-04,Skyline Traverse,5.3,,Trad,Seneca Rocks,,Followed Abby on her first trad lead,3,"38.833800, -79.366300",Follow,,
2022-09-03,Banana,5.7,,Trad,Seneca Rocks,,"Can confirm, it's loose as fuck and no fall territory for the last third or so. Placed a nut up high and literally felt the flake flex when I yanked to set it, so it was more of a mental piece. ",1,"38.833800, -79.366300",Lead,Onsight,30
2022-09-03,Castor,5.10a,,Trad,Seneca Rocks,,"Flamed out and had to take where the crack widens about half way up. The opening moves were burly and unprotected, but a bomber .2 Z4/X4 can be found from a left hand pinch a couple moves off the deck.",1,"38.833800, -79.366300",Lead,Fell/Hung,80
2022-09-03,Debbie,5.6,,Trad,Seneca Rocks,,"Thought this was a fun lead! Got a bomber #1 BD right before the crux, which seems to be discriminatory against shorter climbers. ",1,"38.833800, -79.366300",Lead,Onsight,30
2022-09-03,Pleasant Overhangs,5.7,,Trad,Seneca Rocks,,"SO sick!! Pitch 2 is an absolute romp, the exposure is wild but most holds are jugs. The gear could be a bit tricky, but it&#39;s there if you look for it",3,"38.833800, -79.366300",Lead,Onsight,290
2022-08-03,Jammerfest,5.10b,,Trad,Djupfjorden,,"Jammerfest again. Got the roof clean fairly easily, but the offwidth above was swampy as hell, some key holds were dripping wet. Topped out, but didn&#39;t get the send",1,"68.1838, 14.274",Lead,Fell/Hung,
2022-08-02,Englevinger,5.10c,,Trad,Svolvaergeita,,"Englevinger on Svolvaergata/The Goat. I led pitches 1 and 3, Hannes led pitch 2. Incredible!! Wild corner on pitch 2, awesome, pumpy crack to finish up pitch 3. Hannes did the jump",3,"68.1838, 14.274",Lead,Onsight,
2022-07-31,Bare Blabaer,5.8,,Trad,Djupfjorden,,"Janet led the first two pitches of BB, then we switched to Tiras Mirith for two pitches for an extra challenge, then finished on P4 of BB. An awesome combo, and P4 of BB is fantastic",4,"68.1838, 14.274",Lead,Onsight,550
2022-07-31,Jammerfest,5.10b,,Trad,Djupfjorden,,"Jammerfest near Djupfjorden. Fell while working the crux roof pull on decent jams, but got it after a quick rest. So fun!!",1,"68.1838, 14.274",Lead,Fell/Hung,
2022-07-31,There Is To Do,5.10a,,Trad,Djupfjorden,,There Is To Do in Djupfjorden. Insanity. The start was bouldery as hell and more of an N7 than an N6- (so more like 5.11 or so) and very sketchy with little pro. ,1,"68.1838, 14.274",Lead,Onsight,
2022-07-30,Gandalf,5.8,,Trad,Gandalf Wall,,"LRS w/ Revo. Felt like getting in some more mileage, climbed with Fin and Freke hot on my tail",6,"68.17373, 14.2125",Lead,Redpoint,330
2022-07-30,Tromso ekspressen,5.10a,,Trad,Gandalf Wall,,LRS w/ Revo. Spooky foot slip on pitch 1 but didn't fall! Linked pitches 2 and 3,4,"68.17373, 14.2125",Lead,Onsight,320
2022-07-28,The Boys First Journey at Sea,5.11a,,Trad,Gandalf Wall,,"Førstereisgutten (The Boy&#39;s First Journey At Sea) at Gandalf wall. Techy, cruxy first pitch that Hannes led. I linked pitches 2 and 3. The chimney on pitch 2 was a swamp; made for some interesting climbing!",2,"68.17373, 14.2125",Lead,Onsight,
2022-07-28,Gamle rev,5.10a,,Trad,Gandalf Wall,,"Swung leads with Hannes, I took the first",2,"68.17373, 14.2125",Lead,Onsight,320
2022-07-28,Guns N' Roses,5.10c,,Trad,Gandalf Wall,,"Guns N&#39; Roses at Gandalf Wall. Took the Krympefesten option for pitch 1, that was the right move; it was a blast!!",3,"68.17373, 14.2125",Lead,Onsight,
2022-07-25,Gollum,5.8+,,Trad,Gandalf Wall,,"LRS with Revo. Fantastic jams for three whole pitches!! Rope kept getting caught in cracks, had to make my pitch 2 belay way early because of a snarl caught in a crack. Started at 10pm, took 3 hours. ",6,"68.17373, 14.2125",Lead,Onsight,330
2022-07-24,Vestpillaren Direct,5.10+,,Trad,Presten,,"Led evens until P9 (slanting corner; what an incredible pitch!!), where I started leading odds instead. 
Partner wasn't feeling so hot, had the runs. Thanks, water bottle!",12,"68.1815, 14.21888",Lead,Onsight,1300
2022-07-23,Gandalf,5.8,,Trad,Gandalf Wall,,Led all three pitches with Magnus,3,"68.17373, 14.2125",Lead,Onsight,330
2022-07-19,Standard Route,Easy Snow,,"Trad, Snow",Galdhopiggen,,"Soloed to the summit, got a talking to from one of the employees and roped up with a Danish father and son pair for the descent ",1,"61.63579, 8.30979",Solo,,
2022-07-02,Oye for Oye,5.7,,Trad,Natten,,"Øye for øye at Natten, near Gol. A pure romp, super fun!",1,"60.680247, 8.817867",,,
2022-07-02,Jimi Embrik,5.10d,,Sport,Natten,,"Jimi Embrik at Natten, near Gol. Clean TR",1,"60.680247, 8.817867",TR,,
2022-07-02,Skyggediederet,5.8,,Trad,Natten,,"Skyggediederet at Natten, near Gol. Tricky gear and moves above the roof! ",1,"60.680247, 8.817867",Lead,Onsight,
2022-07-02,Solstikk,5.8,,Trad,Natten,," Solstikk at Natten, near Gol. Second pitch on TR to clean",2,"60.680247, 8.817867",Lead,Onsight,
2022-06-30,Bakom Synger Skogene,5.8,,Sport,Natten,,"Bakom Synger Skogene at Natten, near Gol. An absolute romp, fun but short hand/finger crack at the top",1,"60.680247, 8.817867",Lead,Onsight,
2022-06-30,Hoppalong,5.10b,,Sport,Natten,,"Hoppalong at Natten, near Gol. Fun, forced side pull crux!",1,"60.680247, 8.817867",Lead,Onsight,
2022-06-30,Litten Oppdrift,5.11a,,Sport,Natten,,"Litten Oppdrift at Natten, near Gol. Fell when I mussed up the crux beta. Maybe I&#39;ll get it another day!",1,"60.680247, 8.817867",Lead,Fell/Hung,
2022-06-30,Litten Oppdrift,5.11a,,Sport,Natten,,"Litten Oppdrift at Natten, near Gol. Fell sussing out the crux beta",1,"60.680247, 8.817867",Lead,Fell/Hung,
2022-06-29,Hallingmarsjen,5.8,,Sport,Nesbyen Climbing,,"Hallingmarsjen, Norway grade 5+, near Nesbyen.  Bootied a locker part way up, felt tougher than 5+ at the crux, but maybe I was missing some holds. Somewhat committing, it can be rapped with a 60 in two raps, but it&#39;s traversing and about 35-40 meters in length, so there&#39;s no backing off for the second. This crag is the most jankey crag I&#39;ve ever been to; you have to do super wacky, exposed shit to even get to the base of some climbs!
http://heihaaklatring.blogspot.com/2019/09/tyribakken-nesbyen.html?m=1",1,"60.617856, 9.050725",Lead,Onsight,
2022-06-29,Helgepraten,5.10b,,Sport,Nesbyen Climbing,,"Helgepraten, Norway grade 6, near Nesbyen. Bootied two whole quick draws, one from the route next door!",1,"60.617856, 9.050725",Lead,Onsight,
2022-06-07,Fissura Hulk,5.8,,Trad,Fendas de Barrinha,,"Fissura Hulk at Fendas de Barrinha. Just followed the finger crack, set up a rap from the first bolt on the line",1,"-23.0061, -43.2988",TR,,
2022-06-07,Thanos,5.9+,,Trad,Fendas de Barrinha,,"Thanos at Fendas de Barrinha. Punchy, didn&#39;t have quite enough wide gear so had to run it out a bit here and there ",1,"-23.0061, -43.2988",Lead,Onsight,
2022-06-07,Despacito,5.4,,Trad,Fendas de Barrinha,,Despacito at Fendas de Barrinha. Led first. LRS once more to show Liam and Phillipe how it works,2,"-23.0061, -43.2988",Lead,Onsight,40
2022-06-06,Chamine Stop,5.7,R,"Trad, Sport",Pao de Acucar,,"Led all but first pitch. Dirty, scrappy, runout, and included the single worst pitch I&#39;ve ever climbed in my life that was more like vertical caving with 50lbs of rope drag than actual climbing. French freed the move just before the tunnel section bc the rock was coated in dust/mud. 
Not something I would call a classic (far from it), but if chimneys and adventure climbing are your cup of tea get on it!",8,"-22.949900, -43.159100",Lead,Onsight,750
2022-06-05,Via dos Italianos,5.10a,,Sport,Pao de Acucar,,"LRS. Shamelessly French freed most follow pitches and the last one on lead, which was pretty wet from rain yesterday. Topped out in the sunset! ",18,"-22.949900, -43.159100",Lead,Onsight,700
2022-06-02,K2,5.9,PG13,Trad,Corcovado,,"Linked pitch 2 and 3 together, then split pitch 4 into two. Led pitches 1,2, 3, and the second part of pitch 4.  Followed the first part of pitch 4, my partner wanted to lead the corner traverse. Super fun!! We were in the clouds the whole time",4,"-22.9549, -43.2144",Lead,Onsight,500
2022-06-01,Diedro Pegasus,5.8,,Trad,Babilonia,,"Diedro Pégaso - Babilônia. Onsighted 1st pitch on gear, then followed bc Liam also wanted to lead it. Onsighted P2 mixed gear and bolts, followed P3",4,"-22.95639, -43.16741",Lead,Onsight,
2022-05-30,Bom Dia Africa,5.12a,,Sport,Plato de Lagoa,,"Bom Dia África (Platô de Lagoa) - VIIIa (5.12a).  Liam dragged my happy ass and my destroyed fingers up it, a good time though!",1,,TR,,
2022-05-30,Crystal Cannibal,5.9,,Sport,Plato de Lagoa,,Crystal Cannibal (Platô de Lagoa) - Vsup (5.9+),1,,Lead,Onsight,
2022-05-29,Mico Mija,5.11b,,Sport,Graalzinho,,"Razor sharp crimps, yeow. One fall before the first bolt on the onsight go, then got it ",1,"-22.95173, -43.15762",Lead,Redpoint,30
2022-05-29,Inversão Feminina,5.7,,Sport,Graalzinho,,,1,"-22.95173, -43.15762",Lead,Onsight,45
2022-05-29,Formiga Atômica,5.6,,Sport,Graalzinho,,,1,"-22.95173, -43.15762",Lead,Onsight,45
2022-05-29,Graalzinho,5.5,,Sport,Graalzinho,,,1,"-22.95173, -43.15762",Lead,Onsight,45
2022-05-29,Vilma Arnaud,5.6,,Sport,Babilonia,,Vilma Arnaud (Babilônia) - P1: IIIsup follow. P2: IV lead,2,"-22.95639, -43.16741",Lead,Onsight,
2022-05-29,Mauricio Mota,5.5,,Sport,Babilonia,,"Maurício Mota at Babilônia. LRS, went to P2 anchors of route to the left to rap down to make it to lunch  ",1,"-22.95639, -43.16741",Lead,Onsight,
2022-05-27,Loki,5.10a,,Sport,Aquidauana,,"TRS. Loki at Setor do Totem.
6 Brasileña. 
One fall low after lunging for a falsely suspected jug",1,"-20.47244, -55.78526",TR,,
2022-05-27,R2D2,5.11a,,Sport,Aquidauana,,LRS. Gave me a run for my money!,1,"-20.47244, -55.78526",Lead,Onsight,40
2022-05-27,ResPira,5.10a,,Sport,Aquidauana,,LRS. Second lap on TRS to clean after letting the fam give it a shot,2,"-20.47244, -55.78526",Lead,Onsight,65
2022-05-27,Mata Burro,5.9+,,Sport,Aquidauana,,LRS,1,"-20.47244, -55.78526",Lead,Onsight,40
2022-04-15,Butterfingers,5.11a,,Sport,Pilot Mountain,,TR new route at Pilot to sus out bolt placement,1,"36.340200, -80.480780",TR,,
2022-04-15,Aerophobia,5.6,,Sport,Pilot Mountain,,So fun!,1,"36.340200, -80.480780",Lead,Onsight,90
2022-04-15,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,60
2022-04-15,Walk the Plank,5.8,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,60
2022-04-15,Man Overboard,5.10c,,Sport,Pilot Mountain,,Finally got the red point!! A .3 and a black tricam make pulling the crux feel casual ,1,"36.340200, -80.480780",Lead,Redpoint,70
2022-04-15,Over Booked,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,40
2022-04-15,Novi,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,90
2022-04-15,True Grits,5.8+,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Flash,80
2022-04-09,Pontius Pilot,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,75
2022-04-09,Hurly-Burly,5.9,,Sport,Pilot Mountain,,Ankle breaker at second bolt above the ledge. RIP Katie's ankle ,1,"36.340200, -80.480780",Lead,Onsight,80
2022-04-09,Wrestling with the Textonic,5.9,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,65
2022-04-09,Play It Again,5.10a,,Trad,Pilot Mountain,,Used only passive pro for fun,1,"36.340200, -80.480780",Lead,Onsight,40
2022-04-09,Skull & Bones,5.8,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,85
2022-04-09,Walk the Plank,5.8,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Flash,60
2022-03-14,New Yosemite,5.9,,"Trad, TR",The Junkyard,,"Fell at the crux :( felt really good before that, feel a lot more confident with my jams now ",1,"38.08299, -81.08043",Lead,Fell/Hung,65
2022-02-20,Ramp Arete,5.7,,Sport,Big Rock Mountain,,"Wide way or the highway was wet so we climbed this one. A ton of fun!
Dragged a group of six up this and 5.9 offwidth by making a rope circle",1,"34.95749, -82.79015",Lead,Onsight,75
2022-02-20,5.9 Offwidth,5.9,,Trad,Big Rock Mountain,,,1,"34.95749, -82.79015",Lead,Onsight,50
2022-02-20,Flakey,5.8,,"Trad, TR",Big Rock Mountain,,,1,"34.95749, -82.79015",Lead,Onsight,80
2022-02-20,S Crack,5.10a,,Trad,Big Rock Mountain,,,1,"34.95749, -82.79015",Lead,Onsight,80
2022-02-05,Shock the Monkey,5.10c,,Sport,Sauratown,,"Shock The Monkey, S-town. Got the technical crux clean, but pumped out on the overhang above. Gotta get that endurance game up",1,"36.375128, -80.369331",Lead,Fell/Hung,
2022-02-05,Old Man's Sport Route,5.11a,,Sport,Sauratown,,"Old Man&#39;s Sugar Daddy, S-town",1,"36.375128, -80.369331",Lead,Onsight,
2022-02-05,Whiskey Sour,5.6,,Trad,Sauratown,,"Whiskey Sour, S-town. Followed Kek, who did it right and went through the roof. Her first trad lead!",1,"36.375128, -80.369331",Follow,,
2022-02-05,Whiskey Sour,5.6,,Trad,Sauratown,,Whiskey Sour at S-town. Went right under the roof when I should have gone left through it,1,"36.375128, -80.369331",Lead,Onsight,
2022-01-23,True Grits,5.8+,,Sport,Pilot Mountain,,TR to assess if it would be a good idea to bolt,1,"36.340200, -80.480780",TR,,80
2022-01-23,Walk the Plank,5.8,,Sport,Pilot Mountain,,TR to sus out bolt placement,1,"36.340200, -80.480780",TR,,60
2022-01-15,Another Alternative,5.8,,Trad,Stone Mountain,,"Followed P1, onsighted P2 through P5 on lead. The spice is real! Found a red tricam passive placement about 8 feet below the top of P4",5,"36.3916, -81.0473",Lead,Flash,580
2022-01-06,To Tee or Not To Tee,5.10a,,"Sport, TR",The Trestle,,TRS,1,"36.16644, -78.44528",TR,,60
2022-01-06,To Tee or Not To Tee,5.10a,,"Sport, TR",The Trestle,,LRS. Took a practice fall halfway up,1,"36.16644, -78.44528",Lead,Fell/Hung,60
2021-10-11,Bernalina,5.7,,Sport,Pena de Bernal,,"Led odds, linked P1 with P2 and P6 with P7 as described in the comments",5,"20.74847, -99.94663",Lead,Onsight,500
2021-09-22,That Eight (aka Kennel Club),5.8,,Sport,Sand Rock,,,1,"34.1804, -85.81699",Lead,Onsight,60
2021-09-22,Climbing Merit Badge,5.6,,"Trad, TR",Sand Rock,,,1,"34.1804, -85.81699",Lead,Redpoint,35
2021-08-27,Northeast Buttress,5.5,,"Trad, Alpine",Mt. Goode,,"Glacier is out, had to turn back at it's base",1,"48.48291, -120.9108",,,2800
2021-08-18,Junior's Farm,5.8,PG13,"Sport, Alpine",Tyler Peak Crags,,"Swung leads, led odds. P6 is definitely super fun!!!",8,"47.88858, -123.13841",Lead,Onsight,
2021-07-11,The Great Arch,5.5,,Trad,Stone Mountain,,"LRS w/ revo. P2 was 80% sopping wet, made for a bit of spice",6,"36.3916, -81.0473",Lead,Redpoint,400
2021-07-11,Another Alternative,5.8,,Trad,Stone Mountain,,LRS P1 w/ revo,2,"36.3916, -81.0473",Lead,Onsight,580
2021-07-05,Groover (Gaskin Finish),5.8+,,Trad,Laurel Knob,,"Led P1 clean, bailed due to lack of water. Next time!",1,"35.15026, -83.0564",Lead,Onsight,900
2021-06-06,Unknown 5.9,5.9,,Sport,Hartman Rocks,,"Hartman&#39;s. Not sure route name. Rob led first, I pink pointed it",1,"38.49712, -106.94757",Lead,Flash,
2021-06-05,The Maiden Voyage aka The Red Dihedral,5.9-,,Trad,Black Canyon of the Gunnison,,Used up literally all my gear on P4. Followed summit pitch ,5,"38.57701, -107.73207",Lead,Onsight,
2021-06-05,King Me,5.10a,,Trad,Black Canyon of the Gunnison,,Led all three pitches,3,"38.57701, -107.73207",Lead,Onsight,325
2021-06-04,Dunn's Dihedral,5.8,,Trad,Taylor Canyon,,"Followed P1, left from the anchors due to time",1,"38.72652, -106.76942",Follow,,170
2021-06-03,Buddha's Belly,5.10a,,"Sport, TR",Hartman Rocks,,Tricky to figure out where to pull the roof,1,"38.49712, -106.94757",Lead,Onsight,40
2021-06-03,The Worm Hole,5.7,,"Trad, TR",Hartman Rocks,,Runout? I placed 7 pieces,1,"38.49712, -106.94757",Lead,Onsight,50
2021-06-03,Rising Expectations,5.11,,Sport,Hartman Rocks,,Clean TR. Really good clipping stances for each bolt. Probably should have raised my expectations and tried for a lead,1,"38.49712, -106.94757",TR,,55
2021-06-02,Shovel Head,5.9,,Sport,Spring Creek,,"Clean follow, night climb",1,"38.756, -106.7702",Follow,,70
2021-06-02,Poker in the Rear,5.9,,Trad,Spring Creek,,"Took smaller crack a few feet to the left at the start, definitely harder than the normal one",1,"38.756, -106.7702",Lead,Onsight,90
2021-06-02,"13 Bolt (Ride Hard, Die Free)",5.10-,,Sport,Spring Creek,,"Super fun, fairly sustained",1,"38.756, -106.7702",Lead,Onsight,130
2021-05-30,South Face,5.7,,"Trad, Aid",South Sixshooter,C0,Took a lesser traveled crack on P1 level w/ petroglyph. Had the place to ourselves!,3,"38.12093, -109.65158",Lead,Onsight,
2021-05-29,North Ridge,5.7,,Trad,The Sphinx,,"Pitches blended together because it's so wacky. followed P1, and P4, ""led"" P3. Entire party accidentally soloed P2 because it's so mellow",4,"38.68691, -109.91696",Lead,Onsight,250
2021-05-28,Terma,5.9,PG13,Trad,Utopia,,"Led P1 & P3, only had 7 draws but it was fine",3,"38.65092, -109.49562",Lead,Onsight,330
2021-05-27,Standard (West Fins),5.3,,Trad,Elephant Butte,,Super fun!,1,"38.69592, -109.54034",Solo,,1100
2021-05-26,"Regular Route (""East Rib"")",5.4,PG13,Sport,Looking Glass Rock (Utah),,"Swung leads, followed P2 and P3 that were linked",3,"38.2754, -109.4052",Lead,Onsight,400
2021-05-25,Mountaineers Route,5.6,,Trad,Parriot Mesa,,"Pulled on fixed ropes, all in good condition",2,"38.6727, -109.40484",Solo,,250
2021-05-09,Sentinel Buttress,5.5,,Trad,Sentinel Buttress,,,2,"36.3973, -80.2861",Lead,Redpoint,200
2021-05-09,Almost Seven (aka Golden Earring),5.7,,Trad,The Moore's Amphitheater,,,1,"36.39993, -80.28257",Lead,Flash,120
2021-05-09,Wailing Wall,5.6,,Trad,The Moore's Amphitheater,,,1,"36.39993, -80.28257",Lead,Onsight,120
2021-05-08,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,Clean. Extra practice I guess,1,"36.340200, -80.480780",TR,,30
2021-05-08,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,Clean. I think I found the low beta!,1,"36.340200, -80.480780",TR,,30
2021-05-08,Outhouse,5.7,,"Trad, TR",Pilot Mountain,,,1,"36.340200, -80.480780",TR,,50
2021-05-08,Duracell,5.8,,TR,Pilot Mountain,,Took a fall for Kek to practice lead belaying ,1,"36.340200, -80.480780",Lead,Fell/Hung,60
2021-05-08,Dude on the Corner,5.9+,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,50
2021-05-08,Howdy Dude,5.7,,TR,Pilot Mountain,,Fun lead!,1,"36.340200, -80.480780",Lead,Onsight,60
2021-04-15,Super Pinch,5.10d,,Sport,Gold Coast,,Pumped out and whipped from the 3rd bolt. Whee!,1,"37.6775, -83.73409",Lead,Fell/Hung,50
2021-04-15,Sunny the Boxer,5.9,,Sport,Gold Coast,,,1,"37.6775, -83.73409",Lead,Flash,85
2021-04-15,Norway On My Mind,5.9,,Sport,Gold Coast,,,1,"37.6775, -83.73409",Lead,Onsight,45
2021-04-13,Get Outta My Way,5.2,R,Trad,Fortress Wall,,,1,"37.83768, -83.64701",Solo,,40
2021-04-13,Bedtime for Bonzo,5.6,,Trad,Fortress Wall,,LRS revo & mtrax. So fun!,4,"37.83768, -83.64701",Lead,Onsight,100
2021-04-12,Gettin' Lucky in Kentucky,5.10b,,Sport,Tectonic Wall,,"TR solo. Should lead on sport later, would be fun",1,"37.7301, -83.6318",TR,,60
2021-04-12,Plate Tectonics,5.10a,,Sport,Tectonic Wall,,LRS w/ revo & mtrax. Took a short fall at the 5th bolt due to pump and fuck it,1,"37.7301, -83.6318",Lead,Fell/Hung,70
2021-04-12,"59"" DrillBitch",5.10a,,Sport,Johnny's Wall,,LRS w/ revo & mtrax. Took some practice whips from the anchors,1,"37.72961, -83.63208",Lead,Onsight,45
2021-04-03,Left Wishbone (Rock Scramble),5,,"Trad, Alpine",Black Mountain Alpine,,So worked,1,"35.85362, -82.24006",Solo,,2200
2021-04-02,737 Max,5.8,,Sport,Pilot Mountain,,"LRS w/ gg1 and trax cache loop, took a test fall",1,"36.340200, -80.480780",Lead,Fell/Hung,40
2021-04-02,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,Need to dial the face under the roof for the send,1,"36.340200, -80.480780",Lead,Fell/Hung,30
